,Area,city,district,Prywatne,Firmowe,Zwierzęta,Winda,Umeblowane,Poziom,Rooms,Parking,Zabudowa,Total_price
727,42.0,kraków,dębniki,1,0,0,1,1,3 ,2,garaż,blok ,2501.0
730,33.0,kraków,grzegórzki,0,1,0,0,1,3 ,1,strzeżony,blok ,3400.0
736,46.0,kraków,krowodrza,1,0,0,1,1,parter ,2,garaż,apartamentowiec ,4200.0
737,28.0,kraków,łagiewniki,0,1,0,1,1,1 ,1,garaż,apartamentowiec ,2800.0
738,35.0,kraków,łagiewniki,1,0,0,0,1,2 ,2,brak,blok ,2860.0
739,35.0,kraków,stare miasto,0,1,0,0,1,parter ,2,brak,kamienica ,2601.0
740,23.0,kraków,stare miasto,1,0,0,0,1,parter ,1,brak,kamienica ,2920.0
751,42.5,kraków,bronowice,1,0,0,0,1,parter ,2,garaż,apartamentowiec ,3500.0
752,27.0,kraków,krowodrza,1,0,0,1,1,3 ,2,identyfikator do strefy płatnego parkowania,blok ,2800.0
753,23.0,kraków,krowodrza,0,1,0,0,1,parter ,1,brak,blok ,2000.0
755,50.0,kraków,grzegórzki,1,0,0,1,1,6 ,3,brak,blok ,3700.0
758,19.0,kraków,grzegórzki,1,0,0,0,1,1 ,1,brak,kamienica ,2203.0
761,34.0,kraków,łagiewniki,0,1,0,0,1,1 ,2,brak,blok ,2360.0
762,38.0,kraków,grzegórzki,0,1,1,0,1,2 ,1,brak,blok ,3000.0
764,45.0,kraków,czyżyny,1,0,0,0,1,4 ,2,brak,blok ,2701.0
765,28.0,kraków,dębniki,0,1,0,0,1,1 ,1,ulica,blok ,2149.0
766,37.0,kraków,bieńczyce,1,0,0,1,1,10 ,2,brak,blok ,3210.0
777,44.0,kraków,prądnik biały,1,0,0,0,1,4 ,2,brak,blok ,3350.0
778,38.0,kraków,bieńczyce,1,0,0,0,1,-1,2,brak,blok ,2370.0
779,50.0,kraków,dębniki,1,0,1,1,1,parter ,3,garaż,blok ,4500.0
781,60.0,kraków,grzegórzki,1,0,0,0,1,2 ,3,identyfikator do strefy płatnego parkowania,blok ,3000.0
791,41.2,kraków,prądnik biały,1,0,0,1,1,4 ,2,ulica,blok ,3520.0
792,54.0,kraków,bronowice,1,0,0,1,1,2 ,2,garaż,blok ,3650.0
797,42.0,kraków,krowodrza,1,0,1,1,1,10 ,3,identyfikator do strefy płatnego parkowania,blok ,3680.0
801,45.0,kraków,grzegórzki,0,1,0,1,1,1 ,2,garaż,blok ,3400.0
803,36.0,kraków,bronowice,0,1,1,1,1,2 ,2,brak,blok ,2500.0
804,20.0,kraków,stare miasto,1,0,0,0,1,1 ,1,brak,kamienica ,2100.0
806,51.0,kraków,dębniki,1,0,0,0,1,5 ,3,ulica,blok ,3950.0
807,59.0,kraków,stare miasto,0,1,1,1,1,1 ,3,garaż,apartamentowiec ,6000.0
812,56.0,kraków,mistrzejowice,0,1,1,0,1,2 ,2,strzeżony,apartamentowiec ,3550.0
815,53.0,kraków,prądnik czerwony,1,0,0,0,1,2 ,3,ulica,blok ,3700.0
816,51.0,kraków,dębniki,0,1,1,1,1,parter ,2,garaż,apartamentowiec ,3650.0
817,33.0,kraków,grzegórzki,1,0,0,1,1,1 ,2,strzeżony,apartamentowiec ,3200.0
818,73.0,kraków,grzegórzki,1,0,0,0,1,2 ,3,brak,pozostałe ,3720.0
823,25.0,kraków,bronowice,1,0,0,1,1,8 ,1,ulica,blok ,2220.0
830,36.0,kraków,dębniki,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,3600.0
831,39.0,kraków,podgórze duchackie,1,0,0,1,1,2 ,2,ulica,apartamentowiec ,3480.0
836,27.0,kraków,bronowice,1,0,1,1,1,1 ,1,ulica,blok ,2470.0
840,25.0,kraków,krowodrza,1,0,1,1,1,parter ,1,strzeżony,apartamentowiec ,2650.0
841,54.0,kraków,bieńczyce,1,0,0,0,1,3 ,3,brak,blok ,3450.0
842,34.0,kraków,bieżanów,1,0,0,1,1,4 ,1,ulica,blok ,2200.0
843,40.0,kraków,grzegórzki,1,0,1,1,1,3 ,2,garaż,blok ,4549.0
844,95.0,kraków,zwierzyniec,1,0,1,0,1,2 ,3,strzeżony,blok ,5290.0
847,40.0,kraków,prądnik czerwony,0,1,0,1,1,2 ,2,garaż,blok ,3400.0
848,32.0,kraków,bieńczyce,1,0,0,1,1,7 ,1,ulica,blok ,2680.0
850,42.5,kraków,bronowice,1,0,0,0,1,parter ,2,garaż,apartamentowiec ,3500.0
853,30.0,kraków,bieńczyce,1,0,0,1,1,1 ,1,brak,blok ,2500.0
855,38.0,kraków,prądnik czerwony,0,1,0,1,1,1 ,2,garaż,blok ,3507.0
856,55.0,kraków,bronowice,1,0,0,0,1,1 ,4,ulica,szeregowiec ,4600.0
857,53.0,kraków,krowodrza,0,1,1,1,1,1 ,2,garaż,apartamentowiec ,3800.0
858,33.0,kraków,bronowice,0,1,0,1,1,parter ,1,garaż,blok ,3000.0
860,59.34,kraków,czyżyny,1,0,1,1,1,5 ,4,garaż,blok ,4000.0
861,42.0,kraków,podgórze,0,1,0,1,1,4 ,2,ulica,blok ,3100.0
865,56.0,kraków,bronowice,0,1,0,1,1,1 ,2,garaż,apartamentowiec ,4000.0
866,33.63,kraków,mistrzejowice,1,0,0,1,1,7 ,2,garaż,blok ,2550.0
867,47.0,kraków,stare miasto,1,0,0,0,1,3 ,2,brak,kamienica ,2801.0
868,36.0,kraków,podgórze,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,3770.0
869,39.0,kraków,podgórze,1,0,0,0,1,2 ,1,garaż,apartamentowiec ,3650.0
870,54.0,kraków,krowodrza,0,1,0,1,1,2 ,2,garaż,apartamentowiec ,3275.0
871,30.0,kraków,stare miasto,0,1,1,1,1,3 ,2,strzeżony,blok ,3200.0
873,40.0,kraków,bieżanów,0,1,0,1,1,2 ,2,brak,blok ,2800.0
876,46.0,kraków,czyżyny,0,1,0,1,1,6 ,2,garaż,apartamentowiec ,3650.0
881,51.0,kraków,dębniki,1,0,0,1,1,3 ,2,garaż,blok ,4000.0
882,45.0,kraków,prądnik czerwony,1,0,0,1,1,2 ,2,ulica,blok ,3400.0
886,54.0,kraków,bieńczyce,0,1,0,0,1,parter ,2,ulica,blok ,3700.0
887,30.0,kraków,stare miasto,1,0,1,1,1,parter ,1,brak,apartamentowiec ,3299.0
889,36.0,kraków,bronowice,1,0,0,0,1,parter ,2,identyfikator do strefy płatnego parkowania,blok ,2950.0
891,47.0,kraków,prądnik czerwony,1,0,0,1,1,10 ,2,ulica,blok ,2960.0
892,25.0,kraków,prądnik czerwony,1,0,0,1,1,5 ,1,brak,blok ,2580.0
894,40.0,kraków,bronowice,1,0,0,1,1,parter ,2,brak,blok ,2650.0
895,39.0,kraków,podgórze,1,0,0,0,1,2 ,1,garaż,apartamentowiec ,3650.0
903,34.0,kraków,dębniki,1,0,0,1,1,3 ,1,brak,blok ,1950.0
906,36.0,kraków,podgórze duchackie,1,0,1,1,1,powyżej 10 ,2,brak,blok ,3150.0
907,38.0,kraków,prądnik czerwony,0,1,0,1,1,1 ,2,garaż,blok ,3507.0
908,51.0,kraków,czyżyny,1,0,0,1,1,parter ,2,strzeżony,blok ,3820.0
912,80.0,kraków,czyżyny,0,1,0,0,1,2 ,4,garaż,apartamentowiec ,5900.0
913,24.0,kraków,podgórze,1,0,0,1,1,4 ,1,identyfikator do strefy płatnego parkowania,kamienica ,2740.0
914,85.0,kraków,nowa huta,0,1,1,0,1,parter ,3,garaż,blok ,4150.0
915,36.0,kraków,bronowice,1,0,0,0,1,-1,1,brak,kamienica ,2700.0
918,37.0,kraków,podgórze,0,1,1,1,1,4 ,2,brak,apartamentowiec ,3700.0
919,26.0,kraków,krowodrza,1,0,0,1,1,6 ,1,ulica,blok ,2300.0
920,45.0,kraków,stare miasto,1,0,0,1,1,parter ,2,brak,apartamentowiec ,9999.0
921,28.0,kraków,krowodrza,1,0,0,1,1,parter ,2,identyfikator do strefy płatnego parkowania,apartamentowiec ,3380.0
922,34.0,kraków,podgórze,1,0,0,1,1,3 ,2,brak,blok ,3900.0
923,35.0,kraków,podgórze duchackie,1,0,1,1,1,1 ,1,brak,blok ,2700.0
927,36.4,kraków,grzegórzki,1,0,0,1,1,1 ,2,brak,apartamentowiec ,4300.0
929,39.0,kraków,mistrzejowice,1,0,1,0,1,parter ,1,brak,blok ,3000.0
932,57.7,kraków,podgórze,1,0,1,1,1,2 ,3,garaż,blok ,5000.0
933,37.01,kraków,podgórze,1,0,0,1,1,5 ,1,garaż,blok ,3619.0
934,45.0,kraków,dębniki,0,1,0,0,1,parter ,3,identyfikator do strefy płatnego parkowania,blok ,3400.0
939,54.0,kraków,czyżyny,0,1,1,1,1,2 ,3,garaż,apartamentowiec ,4450.0
940,55.0,kraków,podgórze,1,0,0,0,1,2 ,2,garaż,blok ,3450.0
942,61.0,kraków,bieżanów,0,1,0,0,1,2 ,3,ulica,blok ,3790.0
945,32.0,kraków,stare miasto,1,0,0,1,1,2 ,2,garaż,apartamentowiec ,3600.0
946,45.0,kraków,prądnik biały,1,0,0,1,1,3 ,3,brak,blok ,4300.0
948,144.0,kraków,zwierzyniec,0,1,1,0,1,1 ,4,strzeżony,blok ,8300.0
953,48.0,kraków,podgórze duchackie,1,0,1,1,1,-1,2,garaż,blok ,3640.0
957,100.0,kraków,stare miasto,1,0,0,0,0,1 ,4,brak,kamienica ,600.0
958,43.0,kraków,grzegórzki,1,0,0,1,1,4 ,2,garaż,apartamentowiec ,3360.0
959,39.0,kraków,dębniki,1,0,0,0,1,parter ,2,strzeżony,blok ,3420.0
960,67.42,kraków,mistrzejowice,1,0,0,1,1,1 ,3,garaż,apartamentowiec ,3650.0
962,42.0,kraków,bieżanów,1,0,0,1,1,powyżej 10 ,2,ulica,blok ,2870.0
963,40.0,kraków,podgórze,0,1,0,1,1,1 ,2,garaż,apartamentowiec ,3475.0
971,35.0,kraków,krowodrza,1,0,0,0,1,2 ,2,brak,kamienica ,2870.0
972,54.0,kraków,krowodrza,0,1,0,1,1,2 ,2,garaż,apartamentowiec ,3275.0
973,38.0,kraków,bieńczyce,1,0,0,0,1,-1,2,brak,blok ,2370.0
974,44.0,kraków,podgórze,0,1,1,1,1,1 ,2,garaż,apartamentowiec ,3850.0
975,39.0,kraków,mistrzejowice,1,0,1,0,1,parter ,1,brak,blok ,3000.0
976,36.34,kraków,podgórze,1,0,1,1,1,1 ,2,brak,blok ,3610.0
977,40.0,kraków,krowodrza,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,3130.0
980,52.0,kraków,podgórze,1,0,0,1,1,4 ,2,garaż,blok ,4250.0
984,25.0,kraków,czyżyny,1,0,0,0,1,1 ,1,brak,blok ,2001.0
985,24.0,kraków,prądnik biały,0,1,0,0,1,2 ,1,ulica,blok ,2638.0
986,57.7,kraków,podgórze,1,0,1,1,1,2 ,3,garaż,blok ,5000.0
987,44.0,kraków,prądnik biały,0,1,1,1,1,1 ,2,ulica,apartamentowiec ,3450.0
989,75.0,kraków,bronowice,0,1,1,0,1,1 ,2,strzeżony,dom wolnostojący ,3300.0
995,40.0,kraków,grzegórzki,1,0,1,1,1,4 ,1,garaż,apartamentowiec ,3600.0
996,60.0,kraków,stare miasto,0,1,0,0,0,2 ,2,brak,kamienica ,3500.0
998,33.0,kraków,grzegórzki,1,0,0,1,1,1 ,2,strzeżony,apartamentowiec ,3200.0
999,40.0,kraków,grzegórzki,1,0,1,1,1,4 ,1,garaż,apartamentowiec ,3600.0
1000,16.0,kraków,prądnik czerwony,0,1,0,0,1,1 ,1,ulica,dom wolnostojący ,1865.0
1005,30.0,kraków,mistrzejowice,1,0,0,0,1,4 ,1,brak,blok ,2680.0
1010,36.0,kraków,podgórze duchackie,1,0,1,1,1,powyżej 10 ,2,brak,blok ,3150.0
1011,28.0,kraków,dębniki,0,1,0,0,1,1 ,1,ulica,blok ,2149.0
1012,30.0,kraków,prądnik czerwony,1,0,0,1,1,4 ,1,ulica,blok ,2780.0
1016,28.0,kraków,bieńczyce,0,1,0,0,1,parter ,1,strzeżony,blok ,38557.0
1017,34.0,kraków,prądnik biały,0,1,0,1,1,1 ,2,garaż,apartamentowiec ,3340.0
1023,31.0,kraków,prądnik biały,1,0,0,0,1,parter ,1,ulica,blok ,3100.0
1024,45.0,kraków,dębniki,0,1,0,0,1,parter ,3,identyfikator do strefy płatnego parkowania,blok ,3400.0
1025,31.0,kraków,stare miasto,1,0,1,1,1,1 ,1,brak,apartamentowiec ,3100.0
1027,44.0,kraków,łagiewniki,0,1,0,0,1,1 ,2,ulica,blok ,3000.0
1029,38.0,kraków,czyżyny,1,0,0,0,1,-1,2,brak,blok ,2900.0
1031,38.0,kraków,bieżanów,1,0,0,1,1,powyżej 10 ,3,ulica,blok ,2900.0
1032,54.0,kraków,bronowice,1,0,0,1,1,2 ,2,garaż,blok ,3650.0
1035,53.0,kraków,krowodrza,0,1,1,1,1,1 ,2,garaż,apartamentowiec ,3800.0
1036,51.0,kraków,czyżyny,1,0,0,1,1,parter ,2,strzeżony,blok ,3820.0
1037,55.0,kraków,stare miasto,1,0,1,0,0,2 ,2,brak,kamienica ,3200.0
1038,43.0,kraków,krowodrza,1,0,0,1,1,2 ,2,brak,blok ,3600.0
1040,36.0,kraków,prądnik czerwony,0,1,0,1,1,3 ,2,brak,blok ,3300.0
1042,45.0,kraków,grzegórzki,0,1,1,1,1,9 ,2,garaż,apartamentowiec ,3900.0
1043,41.0,kraków,krowodrza,0,1,1,1,1,4 ,2,garaż,apartamentowiec ,3600.0
1046,33.33,kraków,bieżanów,1,0,0,1,1,1 ,2,garaż,apartamentowiec ,2790.0
1048,52.0,kraków,prądnik czerwony,0,1,0,1,1,6 ,3,garaż,apartamentowiec ,4550.0
1050,51.0,kraków,dębniki,0,1,1,1,1,parter ,2,garaż,apartamentowiec ,3650.0
1051,46.0,kraków,krowodrza,1,0,0,1,1,7 ,3,identyfikator do strefy płatnego parkowania,blok ,3400.0
1055,45.0,kraków,bieżanów,1,0,0,0,1,1 ,2,brak,blok ,2900.0
1056,78.0,kraków,nowa huta,0,1,1,1,1,1 ,3,garaż,apartamentowiec ,4900.0
1057,38.0,kraków,czyżyny,0,1,1,1,1,parter ,2,garaż,apartamentowiec ,3560.0
1059,36.0,kraków,grzegórzki,0,1,0,1,1,2 ,2,garaż,apartamentowiec ,3489.0
1062,36.0,kraków,mistrzejowice,1,0,0,1,1,4 ,1,brak,blok ,2800.0
1063,35.0,kraków,łagiewniki,1,0,0,0,1,1 ,2,brak,dom wolnostojący ,2301.0
1064,32.0,kraków,prądnik biały,1,0,0,1,1,4 ,2,brak,blok ,2900.0
1065,35.74,kraków,dębniki,1,0,0,1,1,parter ,1,garaż,apartamentowiec ,2835.0
1066,33.0,kraków,nowa huta,0,1,0,0,1,1 ,2,brak,blok ,3150.0
1068,52.0,kraków,krowodrza,0,1,0,1,1,2 ,3,brak,blok ,3300.0
1071,37.0,kraków,krowodrza,0,1,0,1,1,5 ,2,ulica,apartamentowiec ,3100.0
1075,36.11,kraków,bieńczyce,1,0,0,1,1,6 ,1,brak,blok ,4800.0
1077,32.0,kraków,stare miasto,1,0,0,1,1,2 ,2,garaż,apartamentowiec ,3600.0
1080,36.0,kraków,podgórze,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,3770.0
1083,33.0,kraków,podgórze,1,0,1,0,1,parter ,2,brak,kamienica ,2900.0
1088,42.0,kraków,bieżanów,1,0,0,1,1,2 ,2,garaż,blok ,2900.0
1089,30.82,kraków,podgórze,1,0,0,1,1,6 ,1,garaż,blok ,2950.0
1090,50.0,kraków,stare miasto,1,0,0,1,1,2 ,2,brak,kamienica ,3998.0
1092,24.0,kraków,dębniki,1,0,0,0,1,parter ,1,ulica,dom wolnostojący ,1701.0
1093,23.0,kraków,krowodrza,1,0,0,0,1,parter ,1,brak,blok ,2070.0
1094,36.0,kraków,podgórze,0,1,1,1,1,2 ,2,brak,apartamentowiec ,3280.0
1096,36.0,kraków,podgórze,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,3469.0
1101,45.0,kraków,prądnik biały,1,0,0,1,1,3 ,3,brak,blok ,4300.0
1102,50.0,kraków,czyżyny,1,0,1,1,1,parter ,2,brak,blok ,3900.0
1107,35.0,kraków,dębniki,0,1,1,1,1,parter ,2,strzeżony,blok ,3620.0
1109,39.0,kraków,prądnik czerwony,1,0,0,0,1,1 ,2,brak,blok ,2600.0
1110,35.0,kraków,mistrzejowice,0,1,0,1,1,-1,1,garaż,blok ,2559.0
1112,16.0,kraków,krowodrza,1,0,0,0,1,-1,1,strzeżony,blok ,1800.0
1114,37.0,kraków,bieńczyce,0,1,1,1,1,6 ,2,ulica,blok ,2677.0
1115,46.0,kraków,krowodrza,1,0,0,1,1,7 ,3,identyfikator do strefy płatnego parkowania,blok ,3400.0
1116,52.0,kraków,krowodrza,0,1,0,1,1,4 ,2,garaż,apartamentowiec ,3420.0
1117,45.62,kraków,krowodrza,1,0,1,1,1,1 ,2,brak,blok ,4300.0
1119,50.0,kraków,łagiewniki,0,1,1,1,1,2 ,2,ulica,blok ,3648.0
1120,36.0,kraków,łagiewniki,1,0,1,0,1,3 ,1,strzeżony,apartamentowiec ,3093.0
1123,40.0,kraków,podgórze,1,0,1,1,1,1 ,2,garaż,blok ,3475.0
1128,68.4,kraków,grzegórzki,0,1,0,1,1,4 ,3,brak,blok ,3900.0
1129,40.0,kraków,stare miasto,1,0,0,0,1,1 ,2,brak,kamienica ,2800.0
1130,79.0,kraków,czyżyny,0,1,1,1,1,8 ,4,garaż,apartamentowiec ,6399.0
1133,42.0,kraków,bronowice,1,0,1,0,1,2 ,2,garaż,blok ,3400.0
1139,77.0,kraków,czyżyny,0,1,0,1,1,1 ,3,garaż,blok ,4650.0
1140,53.0,kraków,stare miasto,0,1,0,0,1,parter ,2,brak,kamienica ,3000.0
1141,30.0,kraków,prądnik czerwony,1,0,0,1,1,4 ,1,ulica,blok ,2780.0
1142,32.0,kraków,prądnik biały,1,0,0,1,1,2 ,2,garaż,apartamentowiec ,3100.0
1148,28.0,kraków,bieńczyce,1,0,0,1,1,-1,1,brak,blok ,1500.0
1149,26.0,kraków,stare miasto,1,0,1,1,1,parter ,1,strzeżony,apartamentowiec ,2650.0
1150,50.0,kraków,bronowice,0,1,0,1,1,2 ,2,brak,apartamentowiec ,4250.0
1151,25.0,kraków,mistrzejowice,1,0,0,0,1,parter ,1,brak,blok ,1801.0
1153,45.0,kraków,bronowice,1,0,0,0,1,2 ,2,ulica,blok ,3200.0
1155,39.0,kraków,krowodrza,1,0,0,1,1,6 ,2,garaż,apartamentowiec ,3000.0
1156,36.39,kraków,podgórze,0,1,1,1,1,1 ,2,garaż,apartamentowiec ,3610.0
1157,40.0,kraków,dębniki,0,1,1,1,1,1 ,1,ulica,blok ,2640.0
1158,18.0,kraków,stare miasto,1,0,0,0,1,parter ,1,brak,kamienica ,2500.0
1162,71.0,kraków,podgórze,0,1,1,1,1,4 ,3,garaż,apartamentowiec ,5650.0
1163,45.0,kraków,bronowice,1,0,1,0,1,1 ,2,ulica,dom wolnostojący ,2800.0
1165,21.0,kraków,stare miasto,0,1,1,1,1,parter ,1,brak,blok ,2640.0
1166,30.0,kraków,prądnik czerwony,1,0,0,0,1,1 ,2,ulica,blok ,2100.0
1167,44.0,kraków,prądnik czerwony,1,0,0,0,1,1 ,3,garaż,blok ,3190.0
1168,45.0,kraków,grzegórzki,0,1,1,1,1,9 ,2,garaż,apartamentowiec ,3900.0
1170,24.0,kraków,krowodrza,0,1,1,0,1,3 ,1,brak,blok ,2460.0
1174,44.0,kraków,czyżyny,0,1,0,0,1,4 ,2,brak,apartamentowiec ,4600.0
1176,38.0,kraków,podgórze,1,0,1,0,1,parter ,2,brak,blok ,2650.0
1177,65.0,kraków,prądnik biały,0,1,0,1,1,-1,2,garaż,apartamentowiec ,3749.0
1179,52.5,kraków,prądnik czerwony,1,0,0,1,1,8 ,3,garaż,apartamentowiec ,4150.0
1180,47.0,kraków,prądnik czerwony,1,0,0,1,1,10 ,2,ulica,blok ,2960.0
1181,56.0,kraków,bronowice,1,0,0,1,1,6 ,2,garaż,blok ,4255.0
1182,52.0,kraków,krowodrza,0,1,0,1,1,5 ,2,brak,apartamentowiec ,3359.0
1183,46.0,kraków,bronowice,1,0,0,1,1,1 ,2,garaż,blok ,2900.0
1192,53.0,kraków,podgórze duchackie,1,0,0,1,1,1 ,2,garaż,blok ,3380.0
1193,65.0,kraków,prądnik biały,1,0,0,1,1,4 ,2,ulica,apartamentowiec ,3650.0
1194,52.0,kraków,prądnik biały,1,0,0,1,1,1 ,2,strzeżony,blok ,3150.0
1196,52.0,kraków,prądnik czerwony,1,0,0,1,1,2 ,2,garaż,blok ,2500.0
1197,47.0,kraków,dębniki,1,0,0,1,1,parter ,2,ulica,apartamentowiec ,3270.0
1199,21.0,kraków,prądnik czerwony,1,0,1,1,1,1 ,1,brak,blok ,1800.0
1202,40.0,kraków,krowodrza,0,1,0,1,1,-1,2,ulica,apartamentowiec ,3549.0
1203,80.0,kraków,czyżyny,1,0,0,1,1,2 ,4,garaż,blok ,5950.0
1205,28.0,kraków,dębniki,0,1,0,1,1,3 ,1,strzeżony,blok ,3049.0
1206,45.0,kraków,czyżyny,1,0,0,0,1,4 ,2,brak,blok ,3650.0
1208,36.0,kraków,bieżanów,1,0,0,0,1,2 ,2,strzeżony,blok ,2820.0
1210,72.0,kraków,stare miasto,1,0,0,0,1,1 ,2,brak,kamienica ,3600.0
1211,58.17,kraków,podgórze,0,1,1,1,1,2 ,3,brak,blok ,5770.0
1217,47.0,kraków,łagiewniki,1,0,0,1,1,1 ,3,garaż,blok ,3680.0
1218,34.0,kraków,bieżanów,1,0,0,1,1,4 ,1,ulica,blok ,2200.0
1220,55.0,kraków,bronowice,1,0,0,0,1,1 ,4,ulica,szeregowiec ,4600.0
1223,36.0,kraków,dębniki,1,0,0,0,1,1 ,1,ulica,blok ,3600.0
1225,41.4,kraków,krowodrza,0,1,1,1,1,6 ,2,garaż,apartamentowiec ,4296.0
1228,35.0,kraków,podgórze duchackie,0,1,0,0,1,2 ,2,brak,blok ,2800.0
1229,40.0,kraków,grzegórzki,0,1,1,1,1,3 ,2,garaż,blok ,4549.0
1230,44.0,kraków,dębniki,0,1,0,0,1,1 ,2,brak,blok ,3100.0
1231,29.0,kraków,podgórze,1,0,0,1,1,2 ,1,garaż,blok ,2450.0
1232,55.0,kraków,stare miasto,1,0,1,0,0,2 ,2,brak,kamienica ,3200.0
1233,42.0,kraków,podgórze,1,0,1,0,1,3 ,2,brak,blok ,3700.0
1234,39.0,kraków,stare miasto,0,1,0,1,1,5 ,2,brak,apartamentowiec ,3850.0
1236,37.0,kraków,prądnik biały,0,1,0,1,1,3 ,2,garaż,apartamentowiec ,3250.0
1237,21.0,kraków,bronowice,0,1,0,0,1,1 ,1,strzeżony,apartamentowiec ,1800.0
1241,50.0,kraków,krowodrza,0,1,1,1,1,4 ,2,brak,blok ,4900.0
1243,38.62,kraków,prądnik biały,0,1,0,1,1,1 ,2,garaż,blok ,3200.0
1245,49.0,kraków,dębniki,1,0,1,0,0,parter ,3,garaż,apartamentowiec ,3485.0
1246,54.0,kraków,bronowice,1,0,0,1,1,2 ,2,garaż,blok ,3650.0
1248,62.0,kraków,podgórze duchackie,0,1,0,0,1,2 ,2,garaż,blok ,3198.0
1252,38.0,kraków,podgórze,0,1,0,0,1,2 ,2,brak,apartamentowiec ,3580.0
1253,36.0,kraków,dębniki,1,0,1,1,1,2 ,2,brak,apartamentowiec ,3200.0
1256,35.0,kraków,dębniki,1,0,0,0,1,1 ,2,brak,kamienica ,2800.0
1257,50.0,kraków,dębniki,1,0,1,1,1,parter ,3,garaż,blok ,4500.0
1258,40.0,kraków,bieńczyce,1,0,1,0,1,4 ,2,brak,blok ,2599.0
1259,28.0,kraków,dębniki,0,1,0,1,1,3 ,1,strzeżony,blok ,3049.0
1262,35.0,kraków,krowodrza,1,0,0,0,1,2 ,2,brak,kamienica ,2870.0
1265,34.0,kraków,grzegórzki,0,1,1,1,1,parter ,2,garaż,apartamentowiec ,3900.0
1266,48.0,kraków,grzegórzki,0,1,0,1,1,1 ,3,brak,blok ,3300.0
1267,40.0,kraków,dębniki,1,0,1,1,1,parter ,2,strzeżony,apartamentowiec ,3500.0
1268,52.0,kraków,krowodrza,0,1,0,1,1,4 ,2,garaż,apartamentowiec ,3420.0
1272,45.0,kraków,czyżyny,1,0,1,1,1,6 ,2,ulica,blok ,4100.0
1277,73.0,kraków,grzegórzki,0,1,1,1,1,parter ,3,garaż,apartamentowiec ,8200.0
1278,30.0,kraków,dębniki,1,0,0,1,1,3 ,2,garaż,blok ,2640.0
1280,37.0,kraków,podgórze,1,0,0,0,1,parter ,1,ulica,kamienica ,2700.0
1282,24.0,kraków,podgórze,0,1,0,1,1,-1,1,ulica,kamienica ,2839.0
1284,44.0,kraków,prądnik czerwony,1,0,0,0,1,1 ,3,garaż,blok ,3190.0
1285,40.0,kraków,grzegórzki,0,1,1,1,1,2 ,2,garaż,blok ,3300.0
1286,42.0,kraków,podgórze,0,1,0,1,1,2 ,2,garaż,apartamentowiec ,3950.0
1287,46.0,kraków,grzegórzki,1,0,0,0,1,1 ,3,brak,blok ,1750.0
1288,46.0,kraków,podgórze,0,1,1,1,1,2 ,2,garaż,apartamentowiec ,3350.0
1293,35.0,kraków,czyżyny,1,0,0,1,1,3 ,1,strzeżony,blok ,2470.0
1296,50.0,warszawa,białołęka,0,1,0,1,1,2 ,3,garaż,blok ,4300.0
1297,42.0,warszawa,ursynów,1,0,0,1,1,1 ,2,garaż,blok ,4310.0
1298,48.0,warszawa,białołęka,1,0,0,1,1,3 ,2,garaż,blok ,3600.0
1300,63.0,warszawa,śródmieście,1,0,1,1,1,parter ,2,garaż,apartamentowiec ,7900.0
1301,42.0,warszawa,bielany,0,1,0,1,1,8 ,2,brak,blok ,3200.0
1305,29.0,warszawa,śródmieście,0,1,0,1,1,4 ,1,brak,blok ,2700.0
1306,59.77,warszawa,mokotów,1,0,1,0,1,4 ,3,brak,kamienica ,6116.0
1308,68.0,warszawa,mokotów,1,0,1,1,1,5 ,3,ulica,blok ,5200.0
1309,49.0,warszawa,ursus,1,0,0,1,1,2 ,2,garaż,blok ,3950.0
1310,40.0,warszawa,białołęka,1,0,0,1,1,2 ,2,brak,blok ,4020.0
1311,36.5,warszawa,mokotów,1,0,0,0,1,parter ,2,brak,kamienica ,3900.0
1313,126.0,warszawa,śródmieście,1,0,1,1,1,3 ,4,garaż,apartamentowiec ,9500.0
1314,37.08,warszawa,ochota,1,0,1,1,1,1 ,2,garaż,blok ,4000.0
1317,27.0,warszawa,praga,1,0,1,1,1,9 ,1,brak,blok ,2800.0
1318,35.0,warszawa,ochota,1,0,1,1,1,parter ,2,garaż,blok ,3700.0
1319,52.0,warszawa,mokotów,1,0,0,1,1,4 ,2,brak,blok ,5000.0
1321,40.0,warszawa,bielany,1,0,0,1,1,8 ,2,brak,apartamentowiec ,3950.0
1322,53.0,warszawa,targówek,1,0,0,1,1,9 ,2,garaż,apartamentowiec ,4200.0
1323,57.0,warszawa,praga,1,0,1,1,1,9 ,3,ulica,blok ,4000.0
1324,50.0,warszawa,praga,1,0,1,0,1,4 ,2,brak,kamienica ,3485.0
1325,22.0,warszawa,wola,1,0,0,1,1,9 ,1,brak,apartamentowiec ,2800.0
1326,24.0,warszawa,ursus,1,0,0,0,1,2 ,1,ulica,kamienica ,2500.0
1329,65.0,warszawa,mokotów,1,0,0,1,1,2 ,3,garaż,apartamentowiec ,7407.0
1330,60.0,warszawa,wola,1,0,0,1,1,4 ,3,brak,blok ,5500.0
